sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-4B-Instruct-2507_correct_nll;Qwen_Qwen3-4B-Instruct-2507_incorrect_nll;Qwen_Qwen3-4B-Instruct-2507_certainty;Qwen_Qwen3-4B-Instruct-2507_decision
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Šis fotografas fotografuoja analoginiu fotoaparatu.;Šis fotografas fotografuoja ant analoginio fotoaparato.; ;;ChatGPT;;4.026976585388184;4.18214225769043;0.1551656723022461;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Muzikantas muša būgnais.;Muzikantas muša ant būgnų.; ;;ChatGPT;;5.481579780578613;5.152721405029297;-0.3288583755493164;incorrect
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Pianistas taip pat groja ir kontrabosu.;Pianistas taip pat groja ir ant kontraboso.; ;;ChatGPT;;4.9930901527404785;5.602957725524902;0.6098675727844238;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Mokytojas paprašė vaikų rašyti rašikliais.;Mokytojas paprašė vaikų rašyti ant rašiklių.; ;;ChatGPT;;2.6905064582824707;2.857933521270752;0.16742706298828125;correct
;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Vakar jis bandė tapyti akvarele pirmą kartą.;Vakar jis bandė tapyti ant akvarelės pirmą kartą.; ;;ChatGPT;;3.9769973754882812;3.751028060913086;-0.2259693145751953;incorrect
177.0;2;Use of Prepositions;7;4.1 Ant;1;4.1.1 Ant should not be used to to express the instrument/means of an action when it is not related to location.;1;;Dirba dvejomis staklėmis.;Dirba ant dvejų staklių.; ;;vlkk;;5.604691982269287;5.287179946899414;-0.31751203536987305;incorrect
178.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;1;apstus;Ruduo apstus obuolių.;Ruduo apstus ant obuolių.; ;;vlkk;;7.497165679931641;7.372213363647461;-0.12495231628417969;incorrect
179.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;2;gabus;Kaimynų vaikas gabus muzikai.;Kaimynų vaikas gabus ant muzikos.; ;;vlkk;;5.614911079406738;5.4918718338012695;-0.12303924560546875;incorrect
180.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;3;godus;Nebūk godus svetimo gero.;Nebūk godus ant svetimo gero.; ;;vlkk;;6.900759696960449;7.184493064880371;0.2837333679199219;correct
181.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;4;šykštus;Ji visada šykšti pinigų.;Ji visada šykšti ant pinigų.; ;;vlkk;;7.020442962646484;7.377521991729736;0.35707902908325195;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;2;gabus;Vaikai buvo gabūs mokslo eksperimentams.;Vaikai buvo gabūs ant mokslo eksperimentų.; ;;ChatGPT;;5.438639163970947;5.668332099914551;0.22969293594360352;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;3;godus;Jis buvo godus gardumynų ir skanėstų.;Jis buvo godus ant gardumynų ir skanėstų.; ;;ChatGPT;;5.742664337158203;5.74336051940918;0.0006961822509765625;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;4;šykštus;Jo senelis buvo šykštus dovanų.;Jo senelis buvo šykštus ant dovanų.; ;;ChatGPT;;5.520264148712158;5.366587162017822;-0.15367698669433594;incorrect
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;1;apstus;Ši vasara buvo apsti lietaus.;Ši vasara buvo apsti ant lietaus.; ;;ChatGPT;;5.6778435707092285;5.8869948387146;0.2091512680053711;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;5;turtingas;Jungtinės Amerikos Valstijos yra turtingos gamtos išteklių.;Jungtinės Amerikos Valstijos yra turtingos ant gamtos išteklių.; ;;ChatGPT;;2.9223697185516357;3.3191986083984375;0.39682888984680176;correct
182.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;5;turtingas;Šiemet esam turtingi šieno.;Šiemet esam turtingi ant šieno.; ;;vlkk;;6.344676494598389;6.275788307189941;-0.06888818740844727;incorrect
183.0;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Paprašė pakeisti batus į mažesnius. ;Paprašė pakeisti batus ant mažesnių. ; ;;vlkk;;3.8855302333831787;5.063807010650635;1.178276777267456;correct
184.0;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Vaikas apsikeitė naujesnį pašto ženkliuką į senesnį.;Vaikas apsikeitė naujesnį pašto ženkliuką ant senesnio.; ;;vlkk;;3.600614070892334;4.559238433837891;0.9586243629455566;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Aš keičiau savo mitybos įpročius į sveikesnius.;Aš keičiau savo mitybos įpročius ant sveikesnių.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.185257911682129;4.253155708312988;1.0678977966308594;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Jei neturėjai markių, tai galėjai mainyti lašinius, dešras, sviestą į prekes.;Jei neturėjai markių, tai galėjai mainyti lašinius, dešras, sviestą ant prekių.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.6051547527313232;3.735106945037842;0.12995219230651855;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Jis pakeitė seną sofą į naują.;Jis pakeitė seną sofą ant naujos.; ;;ChatGPT;;4.957444190979004;5.773414611816406;0.8159704208374023;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Mokytoja pakeitė pamokų tvarkaraštį į lankstesnį.;Mokytoja pakeitė pamokų tvarkaraštį ant lankstesnio.; ;;ChatGPT;;3.0811736583709717;4.091377258300781;1.0102035999298096;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Ji išmainė seną žiedą į brangesnį.;Ji išmainė seną žiedą ant brangesnio.; ;;ChatGPT;;5.388371467590332;6.085343837738037;0.6969723701477051;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Vartotojas gali mainyti seną telefoną į naują modelį.;Vartotojas gali mainyti seną telefoną ant naujo modelio.; ;;ChatGPT;;2.9028215408325195;3.888576030731201;0.9857544898986816;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Šiandien pakeitėme senus langus į modernesnius.;Šiandien pakeitėme senus langus ant modernesnių.; ;;ChatGPT;;3.448869466781616;4.44150447845459;0.9926350116729736;correct
185.0;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Išmainė vištą į katiną.;Išmainė vištą ant katino.; ;;vlkk;;4.913649559020996;7.040721893310547;2.127072334289551;correct
186.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Kambario matmenys 2 iš 3 metrų.;Kambario matmenys 2 ant 3 metrų.; ;;vlkk;;4.679190635681152;6.2450361251831055;1.5658454895019531;correct
187.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Močiutės kraujospūdis vakar buvo 80 ir 120.;Močiutės kraujospūdis vakar buvo 80 ant 120.; ;Added 'Močiutės ... vakar buvo' to make a full sentence.;vlkk;;3.4002695083618164;4.303083419799805;0.9028139114379883;correct
188.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Žemėlapio mastelis 1 su 1000.;Žemėlapio mastelis 1 ant 1000.; ;;vlkk;;3.5675160884857178;4.223606586456299;0.656090497970581;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Apsirikau dviem litais.;Apsirikau ant dviejų litų.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.874850273132324;6.0373616218566895;-0.8374886512756348;incorrect
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Šio skerspjūvio dydis 5 iš 10 milimetrų.;Šio skerspjūvio dydis 5 ant 10 milimetrų; ;;ChatGPT;;3.1445131301879883;4.34359884262085;1.1990857124328613;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Durų angos plotis ir aukštis – 80 ir 200 centimetrų.;Durų angos plotis ir aukštis – 80 ant 200 centimetrų.; ;;ChatGPT;;2.8936054706573486;3.336867332458496;0.44326186180114746;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Pirkome plytas 20 iš 30 centimetrų.;Pirkome plytas 20 ant 30 centimetrų.; ;;ChatGPT;;3.602522134780884;4.203967094421387;0.6014449596405029;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Šios nuotraukos formatas yra 10 su 15.;Šios nuotraukos formatas yra 10 ant 15.; ;;ChatGPT;;2.654780149459839;3.4371418952941895;0.7823617458343506;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Naujas langas yra 1 iš 2 metrų.;Naujas langas yra 1 ant 2 metrų.; ;;ChatGPT;;3.4186577796936035;4.184250354766846;0.7655925750732422;correct
189.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Vaistų imkite vieną šaukštelį pusei stiklinės vandens.;Vaistų imkite vieną šaukštelį ant pusės stiklinės vandens.; ;;vlkk;;3.2501628398895264;3.41585373878479;0.16569089889526367;correct
190.0;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Batai aukštais kulnais.;Batai ant aukštų kulnų.; ;;vlkk;;4.964409351348877;5.843031883239746;0.8786225318908691;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Madingos suknelės su petnešėlėmis.;Madingos suknelės ant petnešėlių.; ;Changed 'šleikutės' to 'petnešėlės'.;internet;https://www.santaka.info/index.php/2012/04/11/idomu-260/?srsltid=AfmBOorJ71a2x25a8ICKqAUACMRo6ON_DiuaH1qvGqLJOFdrp2wb0D_r;5.259556770324707;6.501011371612549;1.2414546012878418;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Iš parduotuvės buvo pavogtas šveicariškas laikrodis su baterijomis.;Iš parduotuvės buvo pavogtas šveicariškas laikrodis ant baterijų.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.3989436626434326;3.568707227706909;0.16976356506347656;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Apžiūrėjus automobilį, rastas lagaminas su ratukais.;Apžiūrėjus automobilį, rastas lagaminas ant ratukų.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.1727592945098877;3.3658454418182373;0.1930861473083496;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Nebijok, mano šuo yra su antkakliu.;Nebijok, mano šuo yra ant antkaklio.; ;;ChatGPT;;4.748235702514648;4.868544578552246;0.12030887603759766;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Ši nauja kuprinė yra labai naujoviška, su dirželiais.;Ši nauja kuprinė yra labai naujoviška, ant dirželių.; ;;ChatGPT;;4.308117866516113;4.57199239730835;0.26387453079223633;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Matematikos pamokai pasiimk sąsiuvinį langeliais.;Matematikos pamokai pasiimk sąsiuvinį ant langelių.; ;;ChatGPT;;4.301234245300293;3.989474058151245;-0.31176018714904785;incorrect
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Senelis jam padovanojo laikrodį su odiniu dirželiu.;Senelis jam padovanojo laikrodį ant odinio dirželio.; ;;ChatGPT;;5.707088470458984;5.810567378997803;0.10347890853881836;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Šis skėtis yra su metaliniu rėmu, tad tikiuosi, kad jis ilgai nesulūš.;Šis skėtis yra ant metalinio rėmo, tad tikiuosi, kad jis ilgai nesulūš.; ;;ChatGPT;;2.9289309978485107;2.989010810852051;0.06007981300354004;correct
191.0;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Radijo imtuvas su mikroschemomis.;Radijo imtuvas ant mikroschemų.; ;;vlkk;;7.499009609222412;6.999190807342529;-0.4998188018798828;incorrect
192.0;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Nuvažiavo į stotį, bet pavėlavo į autobusą.;Nuvažiavo ant stoties, bet pavėlavo ant autobuso.; ;;vlkk;;4.677972793579102;5.354855537414551;0.6768827438354492;correct
193.0;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Turguje pilna atvykėlių. ;Ant turgaus pilna atvykėlių. ; ;;vlkk;;6.965712070465088;6.424835205078125;-0.5408768653869629;incorrect
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Kiemo vaikai dažnai žaidžia gatvėje.;Kiemo vaikai dažnai žaidžia ant gatvės.; ;Created a full sentence.;internet;https://mokslai.lietuviuzodynas.lt/lietuviu-kalba/kalbos-kulturos-taisykliu-savadas;3.4787745475769043;3.580274820327759;0.10150027275085449;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Į kavinę atėjo naujas padavėjas.;Ant kavinės atėjo naujas padavėjas.; ;;ChatGPT;;3.5433478355407715;4.268884658813477;0.7255368232727051;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Vaikai nubėgo į biblioteką, nes ten turėjo vykti jų mėgstama skaitymo popietė.;Vaikai nubėgo ant bibliotekos, nes ten turėjo vykti jų mėgstama skaitymo popietė.; ;;ChatGPT;;3.2080283164978027;3.6611764430999756;0.45314812660217285;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Vairuotojas pasuko į stovėjimo aikštelę, tikėdamasis rasti laisvą vietą tarp daugybės automobilių.;Vairuotojas pasuko ant stovėjimo aikštelės, tikėdamasis rasti laisvą vietą tarp daugybės automobilių.; ;;ChatGPT;;2.322829008102417;2.3776135444641113;0.054784536361694336;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Po kelių minučių laukimo jie visi sugužėjo į autobusą, nes vairuotojas pagaliau atidarė duris ir pakvietė lipti vidun.;Po kelių minučių laukimo jie visi sugužėjo ant autobuso, nes vairuotojas pagaliau atidarė duris ir pakvietė lipti vidun.; ;;ChatGPT;;2.8045172691345215;2.8608293533325195;0.05631208419799805;correct
