sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;microsoft_Phi-3-mini-128k-instruct_correct_nll;microsoft_Phi-3-mini-128k-instruct_incorrect_nll;microsoft_Phi-3-mini-128k-instruct_certainty;microsoft_Phi-3-mini-128k-instruct_decision
178.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;1;apstus;Ruduo apstus obuolių.;Ruduo apstus ant obuolių.; ;;vlkk;;7.95859956741333;7.887369632720947;-0.07122993469238281;incorrect
179.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;2;gabus;Kaimynų vaikas gabus muzikai.;Kaimynų vaikas gabus ant muzikos.; ;;vlkk;;7.166824817657471;6.774576663970947;-0.39224815368652344;incorrect
180.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;3;godus;Nebūk godus svetimo gero.;Nebūk godus ant svetimo gero.; ;;vlkk;;7.196575164794922;7.3263773918151855;0.12980222702026367;correct
181.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;4;šykštus;Ji visada šykšti pinigų.;Ji visada šykšti ant pinigų.; ;;vlkk;;7.138427734375;7.0177226066589355;-0.12070512771606445;incorrect
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;2;gabus;Vaikai buvo gabūs mokslo eksperimentams.;Vaikai buvo gabūs ant mokslo eksperimentų.; ;;ChatGPT;;5.8195390701293945;5.861169338226318;0.04163026809692383;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;3;godus;Jis buvo godus gardumynų ir skanėstų.;Jis buvo godus ant gardumynų ir skanėstų.; ;;ChatGPT;;6.798281669616699;6.840826511383057;0.04254484176635742;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;4;šykštus;Jo senelis buvo šykštus dovanų.;Jo senelis buvo šykštus ant dovanų.; ;;ChatGPT;;7.181271076202393;6.818671226501465;-0.36259984970092773;incorrect
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;1;apstus;Ši vasara buvo apsti lietaus.;Ši vasara buvo apsti ant lietaus.; ;;ChatGPT;;6.118997097015381;6.165951251983643;0.04695415496826172;correct
;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;5;turtingas;Jungtinės Amerikos Valstijos yra turtingos gamtos išteklių.;Jungtinės Amerikos Valstijos yra turtingos ant gamtos išteklių.; ;;ChatGPT;;3.3470709323883057;3.4731874465942383;0.12611651420593262;correct
182.0;2;Use of Prepositions;7;4.1 Ant;2;4.1.2 Ant should not be used to express the object with adjectives.;5;turtingas;Šiemet esam turtingi šieno.;Šiemet esam turtingi ant šieno.; ;;vlkk;;7.365265369415283;7.016285419464111;-0.3489799499511719;incorrect
183.0;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Paprašė pakeisti batus į mažesnius. ;Paprašė pakeisti batus ant mažesnių. ; ;;vlkk;;5.029513835906982;5.994052886962891;0.9645390510559082;correct
184.0;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Vaikas apsikeitė naujesnį pašto ženkliuką į senesnį.;Vaikas apsikeitė naujesnį pašto ženkliuką ant senesnio.; ;;vlkk;;4.861597061157227;5.8865580558776855;1.024960994720459;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Aš keičiau savo mitybos įpročius į sveikesnius.;Aš keičiau savo mitybos įpročius ant sveikesnių.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.420471668243408;4.411621570587158;-0.00885009765625;incorrect
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Jei neturėjai markių, tai galėjai mainyti lašinius, dešras, sviestą į prekes.;Jei neturėjai markių, tai galėjai mainyti lašinius, dešras, sviestą ant prekių.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.88351583480835;4.995190143585205;0.11167430877685547;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Jis pakeitė seną sofą į naują.;Jis pakeitė seną sofą ant naujos.; ;;ChatGPT;;5.793562412261963;6.413662433624268;0.6201000213623047;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Mokytoja pakeitė pamokų tvarkaraštį į lankstesnį.;Mokytoja pakeitė pamokų tvarkaraštį ant lankstesnio.; ;;ChatGPT;;5.1176862716674805;6.090213775634766;0.9725275039672852;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Ji išmainė seną žiedą į brangesnį.;Ji išmainė seną žiedą ant brangesnio.; ;;ChatGPT;;5.018030643463135;6.566572189331055;1.54854154586792;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Vartotojas gali mainyti seną telefoną į naują modelį.;Vartotojas gali mainyti seną telefoną ant naujo modelio.; ;;ChatGPT;;4.573472499847412;5.265491962432861;0.6920194625854492;correct
;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;1;keisti (ant ko);Šiandien pakeitėme senus langus į modernesnius.;Šiandien pakeitėme senus langus ant modernesnių.; ;;ChatGPT;;7.189931392669678;6.5681328773498535;-0.6217985153198242;incorrect
185.0;2;Use of Prepositions;7;4.1 Ant;3;4.1.3 Ant should not be used to express the object of an action with verbs.;2;mainyti (ant ko);Išmainė vištą į katiną.;Išmainė vištą ant katino.; ;;vlkk;;5.625707149505615;6.759742259979248;1.1340351104736328;correct
186.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Kambario matmenys 2 iš 3 metrų.;Kambario matmenys 2 ant 3 metrų.; ;;vlkk;;5.236454486846924;6.343042850494385;1.106588363647461;correct
187.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Močiutės kraujospūdis vakar buvo 80 ir 120.;Močiutės kraujospūdis vakar buvo 80 ant 120.; ;Added 'Močiutės ... vakar buvo' to make a full sentence.;vlkk;;4.675529956817627;5.193686485290527;0.5181565284729004;correct
188.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Žemėlapio mastelis 1 su 1000.;Žemėlapio mastelis 1 ant 1000.; ;;vlkk;;3.6797096729278564;4.332137107849121;0.6524274349212646;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Apsirikau dviem litais.;Apsirikau ant dviejų litų.;;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;8.323853492736816;8.511443138122559;0.1875896453857422;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Šio skerspjūvio dydis 5 iš 10 milimetrų.;Šio skerspjūvio dydis 5 ant 10 milimetrų; ;;ChatGPT;;4.776951789855957;5.5455780029296875;0.7686262130737305;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Durų angos plotis ir aukštis – 80 ir 200 centimetrų.;Durų angos plotis ir aukštis – 80 ant 200 centimetrų.; ;;ChatGPT;;4.589071750640869;4.853663921356201;0.26459217071533203;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Pirkome plytas 20 iš 30 centimetrų.;Pirkome plytas 20 ant 30 centimetrų.; ;;ChatGPT;;4.7259840965271;5.1676201820373535;0.4416360855102539;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Šios nuotraukos formatas yra 10 su 15.;Šios nuotraukos formatas yra 10 ant 15.; ;;ChatGPT;;4.124358654022217;4.712649822235107;0.5882911682128906;correct
;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Naujas langas yra 1 iš 2 metrų.;Naujas langas yra 1 ant 2 metrų.; ;;ChatGPT;;4.230093955993652;4.937798500061035;0.7077045440673828;correct
189.0;2;Use of Prepositions;7;4.1 Ant;4;4.1.4 Ant should not be used to indicate dimensions or a ratio of sizes.;1;;Vaistų imkite vieną šaukštelį pusei stiklinės vandens.;Vaistų imkite vieną šaukštelį ant pusės stiklinės vandens.; ;;vlkk;;4.49141263961792;4.324057102203369;-0.16735553741455078;incorrect
190.0;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Batai aukštais kulnais.;Batai ant aukštų kulnų.; ;;vlkk;;5.441218852996826;5.15048360824585;-0.29073524475097656;incorrect
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Madingos suknelės su petnešėlėmis.;Madingos suknelės ant petnešėlių.; ;Changed 'šleikutės' to 'petnešėlės'.;internet;https://www.santaka.info/index.php/2012/04/11/idomu-260/?srsltid=AfmBOorJ71a2x25a8ICKqAUACMRo6ON_DiuaH1qvGqLJOFdrp2wb0D_r;6.453851222991943;7.253803253173828;0.7999520301818848;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Iš parduotuvės buvo pavogtas šveicariškas laikrodis su baterijomis.;Iš parduotuvės buvo pavogtas šveicariškas laikrodis ant baterijų.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.054344177246094;4.121250629425049;0.06690645217895508;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Apžiūrėjus automobilį, rastas lagaminas su ratukais.;Apžiūrėjus automobilį, rastas lagaminas ant ratukų.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.396389961242676;5.457844257354736;0.06145429611206055;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Nebijok, mano šuo yra su antkakliu.;Nebijok, mano šuo yra ant antkaklio.; ;;ChatGPT;;6.5163068771362305;7.482189655303955;0.9658827781677246;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Ši nauja kuprinė yra labai naujoviška, su dirželiais.;Ši nauja kuprinė yra labai naujoviška, ant dirželių.; ;;ChatGPT;;4.63154411315918;4.629034519195557;-0.002509593963623047;incorrect
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Matematikos pamokai pasiimk sąsiuvinį langeliais.;Matematikos pamokai pasiimk sąsiuvinį ant langelių.; ;;ChatGPT;;7.152587890625;7.069669246673584;-0.08291864395141602;incorrect
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Senelis jam padovanojo laikrodį su odiniu dirželiu.;Senelis jam padovanojo laikrodį ant odinio dirželio.; ;;ChatGPT;;6.546721458435059;6.558779239654541;0.012057781219482422;correct
;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Šis skėtis yra su metaliniu rėmu, tad tikiuosi, kad jis ilgai nesulūš.;Šis skėtis yra ant metalinio rėmo, tad tikiuosi, kad jis ilgai nesulūš.; ;;ChatGPT;;4.0030670166015625;4.225719451904297;0.22265243530273438;correct
191.0;2;Use of Prepositions;7;4.1 Ant;5;4.1.5 Ant should not be used to express a characteristic of a thing not related to location.;1;;Radijo imtuvas su mikroschemomis.;Radijo imtuvas ant mikroschemų.; ;;vlkk;;6.511168479919434;6.879034042358398;0.36786556243896484;correct
192.0;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Nuvažiavo į stotį, bet pavėlavo į autobusą.;Nuvažiavo ant stoties, bet pavėlavo ant autobuso.; ;;vlkk;;5.154123783111572;6.419469356536865;1.265345573425293;correct
193.0;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Turguje pilna atvykėlių. ;Ant turgaus pilna atvykėlių. ; ;;vlkk;;8.338418960571289;7.021168231964111;-1.3172507286071777;incorrect
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Kiemo vaikai dažnai žaidžia gatvėje.;Kiemo vaikai dažnai žaidžia ant gatvės.; ;Created a full sentence.;internet;https://mokslai.lietuviuzodynas.lt/lietuviu-kalba/kalbos-kulturos-taisykliu-savadas;4.0334906578063965;4.3314008712768555;0.297910213470459;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Į kavinę atėjo naujas padavėjas.;Ant kavinės atėjo naujas padavėjas.; ;;ChatGPT;;4.7495012283325195;5.518087863922119;0.7685866355895996;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Vaikai nubėgo į biblioteką, nes ten turėjo vykti jų mėgstama skaitymo popietė.;Vaikai nubėgo ant bibliotekos, nes ten turėjo vykti jų mėgstama skaitymo popietė.; ;;ChatGPT;;4.4473137855529785;5.03193473815918;0.5846209526062012;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Vairuotojas pasuko į stovėjimo aikštelę, tikėdamasis rasti laisvą vietą tarp daugybės automobilių.;Vairuotojas pasuko ant stovėjimo aikštelės, tikėdamasis rasti laisvą vietą tarp daugybės automobilių.; ;;ChatGPT;;3.644686698913574;3.6702194213867188;0.02553272247314453;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Po kelių minučių laukimo jie visi sugužėjo į autobusą, nes vairuotojas pagaliau atidarė duris ir pakvietė lipti vidun.;Po kelių minučių laukimo jie visi sugužėjo ant autobuso, nes vairuotojas pagaliau atidarė duris ir pakvietė lipti vidun.; ;;ChatGPT;;4.183402061462402;4.552896022796631;0.3694939613342285;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Dalyviai rinkosi į didžiąją salę, kur vyko diskusija apie ateities technologijas ir jų poveikį visuomenei.;Dalyviai rinkosi ant didžiosios salės, kur vyko diskusija apie ateities technologijas ir jų poveikį visuomenei.; ;;ChatGPT;;3.8718929290771484;4.090155601501465;0.2182626724243164;correct
;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Kai tik pasigirdo sirena, komanda skubiai įbėgo į stadioną pasiruošti rungtynėms.;Kai tik pasigirdo sirena, komanda skubiai įbėgo ant stadiono pasiruošti rungtynėms.; ;;ChatGPT;;5.328145980834961;5.986979961395264;0.6588339805603027;correct
194.0;2;Use of Prepositions;7;4.1 Ant;6;4.1.6 Ant should not be used to express place when what is meant is not a surface, but a direction into something or being inside something.;1;;Ką kalbėjo susirinkime?;Ką kalbėjo ant susirinkimo?; ;;vlkk;;6.090296268463135;6.561757564544678;0.47146129608154297;correct
